﻿Item Code;註記 (Notes);(箱)長 (Length Carton) cm;(箱)寬 (Width) cm;(箱)高 (Heigth) cm;(箱)重量 (Weigth);箱入數 (Number of Cartons);板入數 (Number of Pallets);庫存量 (Inventory Quantity);庫存單位 (Inventory Unit);庫存換算(箱) (Inventory Conversion (Carton));目前庫存 (Current Inventory) (PCS);Notes;Notes_EN
10014103001;樹頂100石榴莓綜合果汁1L;39;17;26;11,312;10.0;75;73;PCS;7,3;0.0;;Tree Top 100 Pomegranate Berry Mixed Juice 1L
10014106001;噶瑪蘭麥汁Btl330ml;39;26;20;13,892;24.0;60;1272;PCS;53;198.0;;Kavalan wort Btl330ml
10014109001;崇德發檸檬黑麥汁Btl330ml;40;27;18;12,11;24.0;72;445;PCS;18,6;216.0;;Zonta Lemon Rye Juice Btl 330ml
10014110001;鮮剖100純天然椰子汁520ml;40;27;19;14,71;24.0;60;2004;PCS;83,5;-3.0;;Fresh Cut 100 Pure Natural Coconut Juice 520ml
10014111001;崇德發白麥檸檬汁Can 330ml;41;28;12;8,71;24.0;99;467;PCS;19,5;240.0;;Chongde White Wheat Lemon Juice Can 330ml
10014112001;悅氏洛神仙楂茶1000ml;31;23;27;13,3;12.0;60;60;PCS;5;12.0;;Yue's Luo Shenxian Hawthorn Tea 1000ml
10014113001;崇德發減糖黑麥汁Can 330ml;41;28;12;8,7;24.0;99;4476;PCS;186,5;294.0;;Chongde Fat Reduced Sugar Rye Juice Can 330ml
10014116001;VICO 100 椰子水 1000ml;25;16;26;6,67;6.0;125;;PCS;;0.0;;VICO 100 Coconut Water 1000ml
10014117001;波蜜芭樂汁PET580ml;42;27;24;15,5;24.0;54;1442,666667;PCS;60,2;96.0;;Bomi Guava Juice PET580ml
10014119001;鮮剖蜂蜜蘆薈汁CAN520ml;41;27;18;14,5;24.0;60;170;PCS;7,1;180.0;;Fresh Honey Aloe Vera Juice CAN520ml
10014122001;益生堂漢方仙楂洛神花茶 350ml;25;20;18;5,03;12.0;168;24;PCS;2;18.0;;Yishengtang Chinese Herb Xianzhao Luoshen Flower Tea 350ml
10014123001;紅牌水蜜桃汁飲料 490ml;41;28;18;12,906;24.0;63;121;PCS;5,1;156.0;;Red Label Peach Juice Drink 490ml
10014124001;益生堂漢方望梅茶 350ml;25;20;18;5,03;12.0;168;24;PCS;2;18.0;;Yishengtang Chinese Herb Plum Tea 350ml
10014126001;台酒原味黑麥汁 330ml;41;27;13;9;24.0;100;2398;PCS;100;6.0;;Taiwanese wine original rye juice 330ml
10014127001;紅牌芒果綜合果汁飲料 490ml;41;28;18;12,93;24.0;63;126;PCS;5,3;201.0;;Red Label Mango Comprehensive Juice Drink 490ml
10014130001;崇德發白麥汁330ml;40;27;17;11,96;24.0;72;749;PCS;31,3;6.0;;Chongde white wort 330ml
10014132001;大西洋芭樂汁Pet580ml;42;28;24;15,92;24.0;54;244;PCS;10,2;48.0;;Atlantic Guava Juice Pet580ml
10014152001;ZICO 100 椰子水 1L;34;25;26;13,1;12.0;70;1295;PCS;108;0.0;;ZICO 100 Coconut Water 1L
10014212001;VITA HYDRO 火烤100純椰子水 1000ml;44;18;27;8;12.0;70;24;PCS;2;15.0;;VITA HYDRO Fire Roasted 100 Pure Coconut Water 1000ml
10014214001;Innocent 100 椰子水 1L;44;18;27;8;6.0;168;12;PCS;2;28.0;;Innocent 100 Coconut Water 1L
10014215001;Aloha Maid 芭樂果汁 340ml;41;27;13;8,98;24.0;99;48;PCS;2;48.0;;Aloha Maid Guava Juice 340ml
10014898001;美粒果白葡萄蘆薈450mlPet;40;27;22;11,87;24.0;70;1249;PCS;52,1;48.0;;Meiliguo White Grape Aloe Vera 450mlPet
10014905001;崇德發多醣體護衛汁第二代200ml;37;25;17;8,86;24.0;96;626;PCS;26,1;24.0;;Chongdefa Polysaccharide Body Guard Juice Second Generation 200ml
10015004001;津津蘆筍汁TP300ml;34;20;13;7,74;24.0;117;709;PCS;29,6;186.0;;Jinjin asparagus juice TP300ml
10015005001;津津綠蘆筍汁Pet600ml;38;26;24;15,79;24.0;60;717;PCS;29,9;24.0;;Jinjin Green Asparagus Juice Pet 600ml
10015007001;津津蘆筍汁Can245ml;33;22;14;7,26;24.0;120;12170;PCS;507,1;5520.0;;Jinjin Asparagus Juice Can245ml
10015008001;津津蘆筍汁Pet1500 ml;38;28;32;19,29;12.0;50;683;PCS;57;184.0;;Jinjin Asparagus Juice Pet1500 ml
10015010001;波蜜漢宮蘆筍汁TP250ml;35;20;11;6,64;24.0;140;9735;PCS;405,7;3480.0;;Bomi Han Palace Asparagus Juice TP250ml
10015011001;光泉正庄蘆筍汁TP250ml;34;20;11;6,65;24.0;140;4520;PCS;188,4;270.0;;Guangquan Zhengzhuang Asparagus Juice TP250ml
10016002001;可果美100蕃茄檸檬汁280ml;36;24;16;7,93;24.0;108;1190;PCS;49,6;212.0;;Kagome 100 tomato lemon juice 280ml
10016006001;愛之味鮮採蕃茄汁-Oligo保健 250ml;40;16;13;6,7;24.0;126;1433;PCS;59,8;0.0;;Taste of Love Fresh Tomato Juice-Oligo Health Care 250ml
10016011001;可果美無鹽蕃茄汁Can340ml;40;27;12;9,97;24.0;90;1974;PCS;82,3;160.0;;Kagome salt-free tomato juice Can340ml
10016014001;統一嚴選素材番茄汁Can340ml;40;27;13;10,09;24.0;90;3689;PCS;153,8;192.0;;Unified carefully selected ingredients tomato juice Can 340ml
10016015001;波蜜紅蕃茄汁TP250ml;35;20;11;6,58;24.0;140;5080;PCS;211,7;3192.0;;Pome red tomato juice TP250ml
10016018001;愛之味鮮採蕃茄汁-Oligo腸道保 530ml;41;28;25;14,5;24.0;63;1895;PCS;79;56.0;;Taste of Love Fresh Tomato Juice-Oligo Intestinal Health Care 530ml
10016020001;鮮採蕃茄綜合蔬菜汁升級配方 530ml;41;28;25;14,5;24.0;63;2344;PCS;97,7;608.0;;Fresh Tomato Comprehensive Vegetable Juice Upgraded Formula 530ml
10016021001;SAKI番茄汁180ML;33;27;12;6,2;30.0;168;198;PCS;6,6;48.0;;SAKI tomato juice 180ML
10020001001;伯朗精品咖啡_衣索比亞240ml;35;24;12;7,21;24.0;120;244;PCS;10,2;0.0;;Brown specialty coffee_Ethiopia 240ml
10020002001;貝納頌榛果拿鐵咖啡TP375;40;19;14;9,6;24.0;84;2604;PCS;108,5;291.0;;Benardson Hazelnut Latte TP375
10020003001;伯朗醇黑咖啡無糖;40;27;10;7,02;24.0;130;963;PCS;40,2;288.0;;Brownol black coffee sugar free
10020004001;貝納頌經典拿鐵咖啡Can210ml;33;22;13;6,43;24.0;140;2544;PCS;106;246.0;;Benezon Classic Latte Can210ml
10020005001;伯朗冷萃黑咖啡無糖(瓜地馬拉薇薇特南果);33;22;12;6,01;24.0;144;438;PCS;18,3;0.0;;Brown Cold Brew Black Coffee Sugar-Free (Guatemala Vivitnan Fruit)
10020006001;伯朗曼特寧咖啡二合一Can240ml;40;27;10;7,06;24.0;130;390;PCS;16,3;6.0;;Braun Mandheling Coffee 2-in-1 Can 240ml
10020007001;伯朗咖啡原味Can240ml;40;27;10;7,21;24.0;120;36456;PCS;1519;7212.0;;Brown coffee original flavor Can240ml
10020008001;UCC Aroma Brew 艾洛瑪黑咖啡Pet 525ml;44;29;20;13,9;24.0;63;1544;PCS;64,4;228.0;;UCC Aroma Brew Aroma Black Coffee Pet 525ml
10020009001;韋恩咖啡Can320ml;40;27;13;9,88;24.0;90;488;PCS;20,4;;;Wayne Coffee Can320ml
10020010001;UCC Aroma Brew 艾洛瑪拿鐵咖啡Pet 525ml;44;29;20;13,9;24.0;63;848;PCS;35,4;212.0;;UCC Aroma Brew Aroma Latte Pet 525ml
10020011001;統一咖啡廣場TP300ml;34;20;12;7,97;24.0;112;4012;PCS;167,2;1344.0;;Uni-President Coffee Plaza TP300ml
10020012001;36法郎拿堤烘焙咖啡Can240ml;40;27;10;7,23;24.0;126;1422;PCS;59,3;18.0;;36 francs Natti roasted coffee Can240ml
10020013001;曼仕德重烘焙咖啡Can235ml;40;27;10;7,04;24.0;120;48;PCS;2;31.0;;Manshide heavy roasted coffee Can235ml
10020014001;UCC 冰咖啡無糖Pet900ml;30;22;26;11,68;12.0;75;648;PCS;54;40.0;;UCC Iced Coffee Sugar-Free Pet900ml
10020015001;伯朗曼特寧咖啡Can240ml;40;27;10;7,21;24.0;120;4542;PCS;189,3;696.0;;Brown Mandheling Coffee Can240ml
10020016001;韋恩 Flash Brew閃萃黑咖啡500ml;42;29;20;13,124;24.0;63;626;PCS;26,1;536.0;;Wayne Flash Brew black coffee 500ml
10020017001;曼仕德濃醇拿鐵咖啡Can235ml;40;27;10;7,09;24.0;120;48;PCS;2;257.0;;Manshide strong latte coffee Can235ml
10020018001;伯朗藍山咖啡Can240 ml;40;27;10;7,21;24.0;120;12894;PCS;537,3;3276.0;;Brown Blue Mountain Coffee Can 240 ml
10020019001;貝納頌經典曼特寧咖啡Can210ml;33;22;13;6,42;24.0;140;1224;PCS;51;72.0;;Benezon Classic Mandheling Coffee Can210ml
10020020001;貝納頌咖啡重乳拿鐵 375ML;40;19;14;9,6;24.0;84;1244;PCS;51,9;168.0;;Benezon Coffee Heavy Milk Latte 375ML
10020024001;貝納頌黑咖啡 Can 210ml;33;22;13;6,5;24.0;140;1043;PCS;43,5;12.0;;Benardson Black Coffee Can 210ml
10020025001;貝納頌直火炭焙風味 Can 210ml;33;22;13;6,42;24.0;140;459;PCS;19,2;18.0;;Benezon Direct Fire Charcoal Roasted Flavor Can 210ml
10020027001;貝納頌咖啡TP375ml;39;20;14;9,97;24.0;84;10787;PCS;449,5;636.0;;Benezon coffee TP375ml
10020028001;UCC BLACK無糖黑咖啡飲料275g;41;27;14;7,24;24.0;108;413;PCS;17,3;94.0;;UCC BLACK sugar-free black coffee drink 275g
10020029001;伯朗精品咖啡_巴西喜拉朵240ml;35;24;12;7,3;24.0;120;258;PCS;10,8;6.0;;Brown specialty coffee_Brazilian Cerato 240ml
10020030001;韋恩Flash Brew閃萃拿鐵咖啡pet500ml;42;28;20;13,468;24.0;63;501;PCS;20,9;68.0;;Wayne Flash Brew sparkling latte pet500ml
10020032001;伯朗巧克力風味咖啡Can 240ml;40;28;10;7,24;24.0;130;462;PCS;19,3;48.0;;Brown Chocolate Flavored Coffee Can 240ml
10020033001;韋恩特濃咖啡Can320ml;40;27;13;9,94;24.0;90;6452;PCS;268,9;644.0;;Wayne Espresso Can320ml
10020034001;午后時光重乳咖啡拿鐵TP330ml;35;20;14;8,73;24.0;105;998;PCS;41,6;24.0;;Afternoon Heavy Milk Coffee Latte TP330ml
10020035001;伯朗精品咖啡_印尼弗洛勒斯黑咖啡240ml;36;24;12;6,9;24.0;130;234;PCS;9,8;6.0;;Brown specialty coffee_Indonesian Flores black coffee 240ml
10020036001;咖啡廣場奶香特調咖啡Pet600ml;41;27;24;16,17;24.0;54;2032;PCS;84,7;156.0;;Coffee Plaza Milky Special Coffee Pet600ml
10020037001;Asahi Wonda 早安咖啡 CAN179ml;33;27;11;6,592;30.0;132;120;PCS;4;42.0;;Asahi Wonda Good Morning Coffee CAN179ml
10020038001;36法郎典藏曼特寧咖啡Can240ml;40;27;10;7,2;24.0;126;708;PCS;29,5;60.0;;36 Franc Collection Mandheling Coffee Can240ml
10020039001;Asahi Wonda 金的微糖咖啡 CAN182ml;33;27;11;6,592;30.0;132;252;PCS;8,4;18.0;;Asahi Wonda Golden Lightly Sugared Coffee CAN182ml
10020040001;Asahi Wonda 特製咖啡歐蕾 CAN179ml;33;27;11;6,866;30.0;132;228;PCS;7,6;154.0;;Asahi Wonda special coffee au lait CAN179ml
10020041001;UCC無糖咖啡飲料Can184ml;33;27;11;6,17;30.0;132;8444;PCS;281,5;930.0;;UCC sugar-free coffee drink Can184ml
10020042001;咖啡廣場調和式冰咖啡Pet600ml;41;27;23;16,102;24.0;54;2168;PCS;90,4;12.0;;Coffee Plaza Blended Iced Coffee Pet600ml
10020043001;貝納頌咖啡深焙拿鐵TP350ml;40;20;14;10,06;24.0;84;818;PCS;34,1;39.0;;Benardson Coffee Dark Roast Latte TP350ml
10020046001;韋恩特濃黑咖Can210ml;33;22;12;6,81;24.0;140;1284;PCS;53,5;240.0;;Wayne's Strong Black Coffee Can210ml
10020093001;喬亞滴濾拿鐵Pet350ml;41;28;16;9,72;24.0;90;0;PCS;0;0.0;;Joya Drip Latte Pet 350ml
10020094001;喬亞滴濾無糖黑Pet350ml;41;28;16;9,468;24.0;90;0;PCS;0;64.0;;Gioia drip filter sugar-free black Pet 350ml
10020098001;UCC Aroma Brew艾洛瑪黑鴛鴦525ml;44;29;20;13,9;24.0;56;0;PCS;0;0.0;;UCC Aroma Brew ELLoma Black Mandarin Duck 525ml
10020101001;貝納頌極品大咖啡(黑咖啡) Pet490ml;44;29;19;13,2;24.0;63;48;PCS;2;56.0;;Benezon Premium Large Coffee (Black Coffee) Pet490ml
10020102001;貝納頌極品大咖啡(經典拿鐵) Pet490ml;44;29;19;13,2;24.0;63;48;PCS;2;4.0;;Benezon Premium Large Coffee (Classic Latte) Pet490ml
10020107001;KO 咖啡王烏干達經典拿鐵240ml;40;26;10;7;24.0;126;48;PCS;2;48.0;;KO Coffee King Uganda Classic Latte 240ml
10020108001;KO 咖啡王黑咖啡 Can240ml;40;26;10;7;24.0;126;48;PCS;2;48.0;;KO Coffee King Black Coffee Can240ml
10021001001;舒跑(小)Can245ml;41;28;10;6,48;24.0;140;30722;PCS;1280,1;5064.0;;Shupao(small)Can245ml
10021003001;生活運動飲料TP400ml;41;24;13;10,162;24.0;88;763;PCS;31,8;60.0;;Life sports drink TP400ml
10021005001;寶礦力水得Can340ml;41;27;13;9,07;24.0;99;5056;PCS;210,7;0.0;;Pocari Water Can 340ml
10021006001;黑松FIN健康補給飲料Pet580ml;42;28;24;16,04;24.0;54;22113;PCS;921,4;2884.0;;Kuromatsu FIN health supplement drink Pet580ml
10021007001;寶礦力水得Pet1460ml;38;29;32;19,57;12.0;40;5702;PCS;475,2;1657.0;;Pocari Water Pet1460ml
10021008001;舒跑TP250ml;35;20;11;6,58;24.0;135;64639;PCS;2693,3;4224.0;;Shupao TP250ml
10021009001;舒跑Pet1500ml;38;28;31;19,78;12.0;40;7342;PCS;611,9;990.0;;ShupaoPet1500ml
10021010001;寶礦力水得(低卡)Pet 580ml;42;28;24;15,6;24.0;54;3667;PCS;152,8;924.0;;Pocari Water (Low Calorie) Pet 580ml
10021012001;舒跑(中)Can335ml;41;27;13;8,77;24.0;99;4614;PCS;192,3;2232.0;;Shupao(medium)Can335ml
10021015001;舒跑S健康補給飲料Pet590ml;43;29;24;16,27;24.0;54;3421;PCS;142,6;1380.0;;Shupao S health supplement drink Pet590ml
10021016001;舒跑Pet590ml;43;29;24;16,27;24.0;54;15725;PCS;655,3;2800.0;;ShupaoPet590ml
10021017001;寶礦力水得Pet580ml;40;28;23;16,08;24.0;54;8088;PCS;337;1336.0;;Pocari Water Pet580ml
10021018001;寶礦力水得Pet900ml;33;24;22;11,95;12.0;65;1155;PCS;96,3;132.0;;Pocari Water Pet900ml
10021019001;生活運動飲料TP250ml;35;20;11;6,37;24.0;140;5646;PCS;235,3;1284.0;;Life sports drink TP250ml
10021021001;寶礦力水得Pet345ml;38;26;19;9,67;24.0;90;2220;PCS;92,5;840.0;;Pocari Water Pet 345ml
10021022001;舒跑Pet975ml;42;19;24;13,12;12.0;60;1574;PCS;131,2;480.0;;Shupao Pet975ml
10021023001;動元素運動飲料Pet600ml;43;29;23;15,36;24.0;54;1752;PCS;73;168.0;;Dynamic Element Sports Drink Pet600ml
10021025001;黑松FIN健康補給飲料TP300ml;35;20;13;7,77;24.0;105;103640;PCS;4318,4;13032.0;;Kuromatsu FIN health supplement drink TP300ml
10021026001;黑松FIN健康補給飲料Pet1460ml;39;28;32;19,23;12.0;40;1557;PCS;129,8;1231.0;;Kuromatsu FIN health supplement drink Pet1460ml
10021027001;黑松FIN健康補給飲料Can240ml;40;27;10;6,35;24.0;140;14104;PCS;587,7;912.0;;Kuromatsu FIN health supplement drink Can240ml
10021034001;FIN健康補給飲料Pet975ml;38;22;21;12,85;12.0;70;2635;PCS;219,6;369.0;;FIN health supplement drink Pet975ml
10021035001;舒跑TP250 6入;34;20;11;6,56;4.0;135;7532;PCS;1883;3011.0;;Shupa TP250 6 pieces
10021040001;動元素運動飲料Pet1250ml;37;27;29;16;12.0;55;778;PCS;64,9;100.0;;Dynamic Element Sports Drink Pet1250ml
10021041001;舒跑S健康補給飲料Can245ML;42;28;10;6,376;24.0;100;1192;PCS;49,7;0.0;;Shupa S Healthy Supplement Drink Can245ML
10021042001;黑松FIN乳酸菌(乳酸風味)補給飲料PET580ml;41;28;23;15,4;24.0;54;736;PCS;30,7;172.0;;Kuromatsu FIN lactic acid bacteria (lactic acid flavor) supplement drink PET 580ml
10022002001;力保美達150ml;33;22;15;8,12;24.0;112;366;PCS;15,3;30.0;;Libaomeida 150ml
10022003001;紅牛能量飲料Can355ml;36;24;17;9,4;24.0;91;304;PCS;12,7;95.0;;Red Bull Energy Drink Can 355ml
10022004001;白馬馬力夯提神飲料150ml;33;22;15;7,53;24.0;120;602;PCS;25,1;150.0;;White Horse Horsepower Refreshing Drink 150ml
10022006001;紅牛能量飲料1入;32;22;14;6,74;24.0;128;1128;PCS;47;480.0;;Red Bull energy drink 1 pack
10022007001;保力達蠻牛160 ml;35;23;15;8;24.0;104;8202;PCS;341,8;1626.0;;Polyreda Beef 160 ml
10022008001;金車奧利多Btl150ml;32;22;16;7,74;24.0;120;2675;PCS;111,5;40.0;;Golden Car Olido Btl 150ml
10022009001;紅牛能量飲料4入Can355ml;34;23;16;9,55;6.0;130;326;PCS;54,4;75.0;;Red Bull Energy Drink 4 pieces Can 355ml
10022010001;康貝特來富飲料100 ml;38;29;14;11,25;48.0;50;888;PCS;18,5;136.0;;Kangbeite Laifu Drink 100 ml
10022011001;紅牛能量飲料4入;33;22;14;6,75;6.0;135;864;PCS;144;209.0;;Red Bull energy drink 4 packs
10022012001;康貝特200P;33;22;16;7,84;24.0;112;1146;PCS;47,8;192.0;;Combate 200P
10022013001;紅牛無糖能量飲料1入;31;21;14;6,5;24.0;135;746;PCS;31,1;192.0;;Red Bull sugar-free energy drink 1 serving
10022014001;紅牛無糖能量飲料4入;33;22;14;6,75;6.0;135;145;PCS;24,2;50.0;;Red Bull Sugar Free Energy Drink 4 Pack
10022015001;保力達水蠻牛維他命B補給飲料;41;28;25;11,8;24.0;63;411;PCS;17,2;35.0;;Polyvita water buffalo vitamin B supplement drink
10022016001;PowerBOMB活力爆發能量飲料;33;23;15;6,25;24.0;135;268;PCS;11,2;0.0;;PowerBOMB energy drink
10022020001;魔爪能量碳酸飲料Can355ml;36;24;17;9,47;24.0;91;1720;PCS;71,7;264.0;;Devil's Claw Energy Carbonated Drink Can355ml
10022024001;黃金康貝特能量飲料150ml;31;20;16;7,01;24.0;128;606;PCS;25,3;150.0;;Gold Combate Energy Drink 150ml
10022030001;金車奧利多Can240ml;33;22;14;6,53;24.0;128;6410;PCS;267,1;810.0;;Golden Car Olido Can240ml
10022908001;白魔爪能量碳酸飲料(超越)Can355ml;24;36;17;9,32;24.0;91;1392;PCS;58;224.0;;White Magic Claw Energy Carbonated Drink (Beyond) Can 355ml
10022910001;魔爪芒果狂歡能量碳酸飲料can355ml;36;24;17;9,518;24.0;91;448;PCS;18,7;352.0;;Devil's Claw Mango Carnival Energy Carbonated Drink can 355ml
10022914001;維士比馬力夯Plus能量飲料Can250ml;33;22;14;6,74;24.0;135;139;PCS;5,8;0.0;;Whisby Malik Plus Energy Drink Can250ml
10022915001;保力達蠻牛EX能量飲料Can250ml;33;22;14;6,682;24.0;143;174;PCS;7,3;61.0;;Polyda Manniu EX energy drink Can250ml
10022916001;保力達蠻牛Slim維他命B Can250ml;32;22;14;6,88;24.0;143;304;PCS;12,7;78.0;;Polyreda Slim Vitamin B Can250ml
10022918001;掠奪者能量飲料can 250ml;32;22;14;6,926;24.0;120;180;PCS;7,5;20.0;;Predator energy drink can 250ml
10023002001;桂格無糖養氣人蔘60mlx19;56;32;20;13,58;4.0;48;196,3333333;PCS;49,1;28.0;;Quaker Sugar-Free Ginseng 60mlx19
10023003001;白蘭氏雙認證雞精 41mlx6;31;21;22;10,09;12.0;90;363;PCS;30,3;90.0;;Brand's Double Certified Chicken Essence 41mlx6
10023004001;歐典生機養身黑木耳180ml;35;24;17;7,89;24.0;104;794;PCS;33,1;0.0;;Oudian Healthy Black Fungus 180ml
10023005001;老協珍人蔘精60mlx14入;47;37;22;13,35;5.0;42;150;PCS;30;17.0;;Lao Xie Zhen Ginseng Essence 60mlx14 pieces
10023007001;康健生機-有機黑木耳膠原飲290ml;29;42;17;12;24.0;63;136;PCS;5,7;12.0;;Healthy Vitality-Organic Black Fungus Collagen Drink 290ml
10023008001;白蘭氏黑醋栗+金盞花葉黃素精華飲60mlx18;48;33;21;13,54;4.0;42;36,66666667;PCS;9,2;9.0;;BRAND'S Blackcurrant + Calendula Lutein Essence Drink 60mlx18
10023011001;白蘭氏葉黃素精華凍15Gx21入;27;20;20;2,69;6.0;126;242;PCS;40,4;56.0;;Brand's Lutein Essence Jelly 15Gx21 ​​pieces
10023017001;桂格滴雞精52mlx9;43;36;20;6,3;6.0;49;124;PCS;20,7;32.0;;Quaker Essence of Chicken 52mlx9
10023020001;老協珍熬雞精14入;60;37;29;12,52;12.0;25;730;PCS;60,9;144.0;;Lao Xie Zhen boiled chicken essence 14 pieces
10023023001;白蘭氏旭沛人蔘蜆精60ml*15;38;30;27;17;6.0;50;23,66666667;PCS;4;10.0;;Brand's Xupei Ginseng and Clam Extract 60ml*15
10023025001;台糖蜆精62mlx19;38;31;20;11,3;3.0;63;21;PCS;7;0.0;;Taiwan Sugar Clam Extract 62mlx19
10023026001;華佗靈芝飲68mlx20;37;34;20;11,66;3.0;63;15,33333333;PCS;5,2;0.0;;Huatuo Ganoderma Drink 68mlx20
10023027001;桂格養氣人蔘滋補液60mlx19;56;33;20;13,58;4.0;48;1412;PCS;353;308.0;;Quaker Nourishing Ginseng Tonic Liquid 60mlx19
10023029001;桂格活靈芝滋補液60mlx19;56;33;20;13,58;4.0;48;42;PCS;10,5;15.0;;Quaker Live Ganoderma Tonic Solution 60mlx19
10023031001;白蘭氏旭沛蜆精60ml*12;36;25;25;13;6.0;65;69;PCS;11,5;14.0;;Brand's Xupei Clam Extract 60ml*12
10023032001;天地合補純正官燕窩;47;35;20;8,2;6.0;49;21,33333333;PCS;3,6;4.0;;Heaven and earth combine to nourish pure official bird's nest
10023035001;愛健萬丹紅紅豆水Pet530ml;41;28;24;14,08;24.0;63;3320;PCS;138,4;100.0;;Aigen Wantan Red Bean Water Pet530ml
10023037001;愛健御白玉薏仁水Pet530ml;41;28;24;14,08;24.0;63;608;PCS;25,4;0.0;;Aigen Royal White Jade Barley Water Pet530ml
10023038001;愛健黑豆水530ml;40;27;24;14,08;24.0;63;676;PCS;28,2;112.0;;Aijian black bean water 530ml
10023041001;天然享活-有機黑木耳露;39;26;19;9,675;24.0;90;118;PCS;5;72.0;;Natural enjoyment-organic black fungus dew
10023043001;華佗粉光蔘靈芝雞精禮盒68ml*9;49;37;24;16,5;8.0;36;41;PCS;5,2;16.0;;Huatuo Pink Ginseng Ganoderma and Chicken Essence Gift Box 68ml*9
10023044001;天地合補葉黃素功能飲60mlx18;56;32;20;11,28;4.0;48;184;PCS;46;33.0;;Tiandihe Lutein Functional Drink 60mlx18
10023049001;白蘭氏雙認證雞精68mlx19;37;32;20;10,33;3.0;63;129;PCS;43;2.0;;Brand's Double Certified Chicken Essence 68mlx19
10023051001;桂格養氣人蔘雞精雙效滋補18入;69;29;20;14,54;4.0;28;212;PCS;53;40.0;;Quaker Nourishing Ginseng and Chicken Essence Double Effect Nourishing 18 pieces
10023054001;天地合補含鐵玫瑰四物飲12入;54;25;13;10,2;3.0;96;99;PCS;33;23.0;;Tiandihe Supplement Iron Rose Four Objects Drink 12 pieces
10023055001;桂格雙效活靈芝盒裝16瓶;42;39;19;11,53;4.0;54;18;PCS;4,5;8.0;;Quaker Double Action Live Ganoderma Box 16 Bottles
10023057001;白蘭氏雙認證雞精41mlx36;30;22;24;10,19;2.0;80;23;PCS;11,5;;;Brand's Double Certified Chicken Essence 41mlx36
10023058001;白蘭氏強化型金盞花葉黃素精華飲60ml*14入;42;28;20;10,41;4.0;63;29;PCS;7,3;12.0;;BRAND'S Enhanced Calendula Lutein Essence Drink 60ml*14 pieces
10023061001;華陀扶元堂養氣雙蔘飲60mlx6;36;18;18;7;6.0;120;54,66666667;PCS;9,2;5.0;;Huatu Fuyuantang Qi nourishing double ginseng drink 60mlx6
10023063001;白蘭氏冬蟲夏草雞精68mlx18;37;33;21;10,45;3.0;54;23;PCS;7,7;9.0;;Brand's Cordyceps Essence of Chicken 68mlx18
10023064001;天地合補青木瓜四物鐵120mlx6;53;25;12;10,03;6.0;88;90;PCS;15;22.0;;Tiandihebu Green Papaya Four Irons 120mlx6
10023066001;白蘭氏養蔘飲60mlx18;48;33;20;12,88;4.0;49;20,66666667;PCS;5,2;19.0;;Brand's Ginseng Drink 60mlx18
10023068001;桂格冬蟲夏草養氣人蔘60mlx16;42;37;19;11,6;4.0;54;10,33333333;PCS;2,6;6.0;;Quaker Cordyceps Nourishing Ginseng 60mlx16
10023073001;白蘭氏兒童學進雞精41mlx6;31;21;16;6,7;6.0;128;198;PCS;33;4.0;;Brand's Children's Essence of Chicken 41mlx6
10023075001;桂格5X人蔘濃縮精華飲盒裝15ml*18包;41;31;15;3,93;6.0;77;12;PCS;2;8.0;;Quaker 5X Ginseng Essence Drink Box 15ml*18 packs
10023078001;白蘭氏關鍵活躍雞精69mlx15入;39;29;20;11,4;4.0;60;16;PCS;4;7.0;;Brand's Key Active Essence of Chicken 69mlx15 pieces
10023079001;白蘭氏萃雞精膠原蛋白菁萃50ml*9;41;36;22;6,2;6.0;36;42;PCS;7;10.0;;Brandt's Chicken Essence Collagen Essence 50ml*9
10023080001;華陀扶元堂龜鹿雙寶葡萄糖胺飲60mlx6;36;18;18;6,97;6.0;120;123;PCS;20,5;4.0;;Huatu Fuyuantang Turtle and Deer Shuangbao Glucosamine Drink 60mlx6
10023083001;白蘭氏雙認證雞精 68mlX12;35;24;25;13,83;6.0;65;53,33333333;PCS;8,9;11.0;;Brand's Double Certified Chicken Essence 68mlX12
10023087001;白蘭氏冰糖燕窩68mlx6;36;25;17;9,18;8.0;91;31;PCS;3,9;0.0;;Brand's Rock Sugar Bird's Nest 68mlx6
10023093001;桂格養氣人蔘60mlX6;37;36;22;12,546;12.0;60;687;PCS;57,3;77.0;;Quaker Nourishing Ginseng 60mlX6
10023100001;桂格5X蜜人蔘濃縮精華飲盒裝15ml*18包;47;31;15;4,01;6.0;70;12;PCS;2;12.0;;Quaker 5X Honey Ginseng Essence Drink Box 15ml*18 packs
10023102001;白蘭氏冰糖燕窩禮盒70gx5;48;36;22;8,95;6.0;42;27;PCS;4,5;6.0;;Brand's Rock Sugar Bird's Nest Gift Box 70gx5
10023103001;老協珍熬雞精42mlx7入;62;38;25;11,812;20.0;30;60;PCS;3;36.0;;Lao Xiezhen Boiled Chicken Essence 42mlx7 pieces
10023104001;老協珍人蔘精60mlx7入 老協珍人蔘精7;38;32;28;13,742;10.0;45;12;PCS;1,2;20.0;;Lao Xie Zhen Ginseng Essence 60ml x 7 pieces Lao Xie Zhen Ginseng Essence 7 pieces
10023106001;李時珍養氣人蔘精華飲35mlx18入;35;24;22;3,73;4.0;98;107;PCS;26,8;72.0;;Li Shizhen Nourishing Ginseng Essence Drink 35mlx18 pieces
